DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,total_area_tons,HIGH EXPLOSIVE BOMBS TONS,he_percentage,INCENDIARY BOMBS TONS,inc_percentage
1945-03-15 14:32:00,BOX_7_BOOK_15_TACTICAL_IMG_7637_output_1945-03-15,Zossen Military HQ,,538,1101.55,628.6,57.06504470972721,472.95,42.934955290272796
1944-02-15 09:25:00,BOX_7_BOOK_15_TACTICAL_IMG_7373_output_1944-02-15,BENEDICTINE MONASTERY,CASSINO,105,362.0,316.0,87.29281767955801,46.0,12.70718232044199
1944-02-03 11:17:00,BOX_7_BOOK_15_TACTICAL_IMG_7634_output_1944-02-03,TACTICAL TARGETS,WILHELMSHAVEN,78,261.0,232.0,88.88888888888889,29.0,11.11111111111111
1945-03-22 12:41:00,BOX_7_BOOK_15_TACTICAL_IMG_7581_output_1945-03-22,Hutted Camp,Barmingholten,85,195.5,138.0,70.58823529411765,57.5,29.411764705882355
1945-03-22 12:35:00,BOX_7_BOOK_15_TACTICAL_IMG_7562_output_1945-03-22,Feldhausen Hutted Camp,,63,189.75,117.0,61.6600790513834,72.75,38.3399209486166
1945-03-16 14:40:00,BOX_7_BOOK_15_TACTICAL_IMG_7637_output_1945-03-16,Zossen Military HQ,,138,189.25,135.0,71.334214002642,54.25,28.66578599735799
1944-02-16 09:43:00,BOX_7_BOOK_15_TACTICAL_IMG_7373_output_1944-02-16,BENEDICTINE MONASTERY,CASSINO,33,136.0,90.0,66.17647058823529,46.0,33.82352941176471
1945-03-22 01:28:00,BOX_7_BOOK_15_TACTICAL_IMG_7633_output_1945-03-22,Hutted Camp,Westerholt,62,112.5,85.0,75.55555555555556,27.5,24.444444444444443
1945-03-23 12:33:00,BOX_7_BOOK_15_TACTICAL_IMG_7580_output_1945-03-23,Hinsbeck Barracks,Hinsbeck,37,110.75,55.5,50.112866817155755,55.25,49.887133182844245
1945-03-22 12:38:00,BOX_7_BOOK_15_TACTICAL_IMG_7599_output_1945-03-22,Barracks,Mulheim,74,108.25,82.5,76.21247113163973,25.75,23.787528868360276
