DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1944-07-02 13:54:00,BOX_3_BOOK_8_WEAPON_IMG_3505_output_1944-07-02,No Ball,Oisemont Neuville AB,251,786.0
1944-06-30 07:55:00,BOX_3_BOOK_8_WEAPON_IMG_3505_output_1944-06-30,No Ball,Oisemont Neuville AB,202,621.0
1944-06-20 00:58:00,BOX_3_BOOK_8_WEAPON_IMG_3521_output_1944-06-20,NO BALL,ST MARTIN L HORTIER,128,453.0
1944-07-05 20:15:00,BOX_3_BOOK_8_WEAPON_IMG_3521_output_1944-07-05,NO BALL,ST MARTIN L HORTIER,408,448.0
1944-07-01 17:38:00,BOX_3_BOOK_8_WEAPON_IMG_3505_output_1944-07-01,No Ball,Oisemont Neuville AB,208,421.0
1944-06-17 12:00:00,BOX_3_BOOK_8_WEAPON_IMG_3505_output_1944-06-17,No Ball,Oisemont Neuville AB,108,419.0
1944-07-30 17:15:00,BOX_3_BOOK_8_WEAPON_IMG_3521_output_1944-07-30,NO BALL,ST MARTIN L HORTIER,103,399.0
1944-06-25 00:12:00,BOX_3_BOOK_8_WEAPON_IMG_3510_output_1944-06-25,,PREUSEVILLE,50,339.0
1944-01-21 10:00:00,BOX_3_BOOK_8_WEAPON_IMG_3443_output_1944-01-21,No Ball,Bois des Huit Rues,28,176.0
1944-01-04 08:00:00,BOX_3_BOOK_8_WEAPON_IMG_3443_output_1944-01-04,No Ball,Bois des Huit Rues,28,165.0
1944-08-09 20:45:00,BOX_3_BOOK_8_WEAPON_IMG_3510_output_1944-08-09,,PREUSEVILLE,150,138.0
1944-06-21 19:20:00,BOX_3_BOOK_8_WEAPON_IMG_3505_output_1944-06-21,No Ball,Oisemont Neuville AB,50,132.0
1941-01-25 12:00:00,BOX_3_BOOK_8_WEAPON_IMG_3443_output_1941-01-25,No Ball,Bois des Huit Rues,12,72.0
1944-06-24 00:12:00,BOX_3_BOOK_8_WEAPON_IMG_3510_output_1944-06-24,,PREUSEVILLE,97,71.0
1944-07-24 11:06:00,BOX_3_BOOK_8_WEAPON_IMG_3510_output_1944-07-24,,PREUSEVILLE,18,67.0
1944-06-20 06:44:00,BOX_3_BOOK_8_WEAPON_IMG_3505_output_1944-06-20,No Ball,Oisemont Neuville AB,23,61.0
1944-01-23 12:00:00,BOX_3_BOOK_8_WEAPON_IMG_3467_output_1944-01-23,FLIXECOURT NO BALL,,12,31.0
1944-01-21 06:00:00,BOX_3_BOOK_8_WEAPON_IMG_3467_output_1944-01-21,FLIXECOURT NO BALL,,12,10.0
1941-06-20 09:00:00,BOX_3_BOOK_8_WEAPON_IMG_3522_output_1941-06-20,NO BALL,ST OMER,12,6.15
1944-06-29 17:15:00,BOX_3_BOOK_8_WEAPON_IMG_3521_output_1944-06-29,NO BALL,ST MARTIN L HORTIER,103,6.0
1944-03-21 18:30:00,BOX_3_BOOK_8_WEAPON_IMG_3536_output_1944-03-21,NO BALL,YVRENCH BOIS CARRE,6,6.0
1944-04-20 19:01:00,BOX_3_BOOK_8_WEAPON_IMG_3536_output_1944-04-20,NO BALL,YVRENCH BOIS CARRE,4,4.0
1944-05-20 19:10:00,BOX_3_BOOK_8_WEAPON_IMG_3536_output_1944-05-20,NO BALL,YVRENCH BOIS CARRE,6,4.0
