DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1945-04-16 12:00:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1606_output_1945-04-16,City Area,Royan,638,1485.75
1945-03-19 14:10:00,BOX_3_BOOK_6_INDUSTRIAL__PART_4_IMG_2264_output_1945-03-19,IND AREA,PLAUEN,410,1023.0
1945-04-15 11:50:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1588_output_1945-04-15,UNIDENTIFIED TARGET,POINTE DE GRAVE,480,761.2
1944-07-18 08:46:00,BOX_3_BOOK_6_INDUSTRIAL__PART_5_IMG_3092_output_1944-07-18,,SOLIER CITY,545,608.36
1944-07-18 06:56:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1645_output_1944-07-18,CITY AREA,TROARN,272,597.79
1944-07-18 08:36:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1511_output_1944-07-18,UNIDENTIFIED TARGET,FRENOUVILLE,171,512.3
1945-03-31 10:16:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1795_output_1945-03-31,City Area,Brandenburg,178,505.4
1945-04-11 12:12:00,BOX_3_BOOK_6_INDUSTRIAL__PART_5_IMG_2651_output_1945-04-11,Unidentified Target,Lugo,40,505.0
1944-07-07 10:00:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1783_output_1944-07-07,,BOHLEN,133,471.5
1945-04-09 14:53:00,BOX_3_BOOK_6_INDUSTRIAL__PART_5_IMG_2651_output_1945-04-09,Unidentified Target,Lugo,121,466.0
1944-06-01 06:00:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1471_output_1944-06-01,UNIDENTIFIED,BIENNAIS,104,456.25
1944-03-16 11:17:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1370_output_1944-03-16,,Cassino,122,425.0
1945-04-18 16:02:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1365_output_1945-04-18,Unidentified Target,Bologna,201,424.94
1944-06-02 12:00:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1468_output_1944-06-02,UNIDENTIFIED TARGET,BOULOGNE,163,422.5
1944-05-11 09:23:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1157_output_1944-05-11,,Liege,231,377.85
1944-09-25 10:33:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1635_output_1944-09-25,UNIDENTIFIED TARGET,STRASBOURG,128,366.0
1945-04-15 11:47:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1603_output_1945-04-15,Unidentified,Royan,525,354.0
1944-06-23 19:45:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1542_output_1944-06-23,Unidentified,Guyancourt,222,351.0
1945-04-01 12:12:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1421_output_1945-04-01,,Udine,16,350.0
1945-04-20 14:30:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1422_output_1945-04-20,UNKNOWN,UNKNOWN LOCATION,145,350.0
1944-06-15 08:31:00,BOX_3_BOOK_6_INDUSTRIAL__PART_4_IMG_2167_output_1944-06-15,Unidentified Target,Misburg,110,345.0
1944-08-26 09:30:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1472_output_1944-08-26,UNIDENTIFIED TARGET,BREST,199,334.85
1945-04-10 13:52:00,BOX_3_BOOK_6_INDUSTRIAL__PART_5_IMG_3106_output_1945-04-10,,B SUR SOMME,159,327.94
1944-09-05 17:07:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1472_output_1944-09-05,UNIDENTIFIED TARGET,BREST,130,324.73
1944-01-10 12:22:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1176_output_1944-01-10,,SOFIA,105,309.0
1944-09-10 10:36:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1130_output_1944-09-10,,VIENNA INDUSTRIAL AREA,134,306.0
1944-08-08 06:00:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1631_output_1944-08-08,Unidentified Target,St Sylvain,115,289.0
1944-01-16 12:00:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1315_output_1944-01-16,UNIDENTIFIED TARGET,MOSTAR,99,278.0
1944-11-09 09:00:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1320_output_1944-11-09,UNIDENTIFIED TARGET,PRIJEPOLJE,28,272.0
1944-06-03 11:15:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1468_output_1944-06-03,UNIDENTIFIED TARGET,BOULOGNE,89,266.7
1944-08-01 15:08:00,BOX_3_BOOK_6_INDUSTRIAL__PART_5_IMG_3102_output_1944-08-01,,,79,237.0
1944-05-12 09:30:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1166_output_1944-05-12,,ST TROND,28,223.0
1944-08-02 17:01:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1582_output_1944-08-02,Unidentified Target,Paris,87,223.0
1944-04-25 00:00:00,BOX_3_BOOK_6_INDUSTRIAL__PART_4_IMG_2206_output_1944-04-25,UNIDENTIFIED TARGET,NIEDERFELL,11,220.0
1944-10-16 11:17:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1122_output_1944-10-16,Daimler Puch Assy Plant,Steyr,74,218.0
1944-02-10 09:16:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1360_output_1944-02-10,,Albano,76,216.0
1944-03-15 10:01:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1370_output_1944-03-15,,Cassino,72,215.0
1944-08-15 07:05:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1656_output_1944-08-15,UNIDENTIFIED TARGET,UNKNOWN,118,212.0
1945-04-15 11:54:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1589_output_1945-04-15,Unidentified Target,Point de la Coubre,211,204.0
1945-04-10 12:15:00,BOX_3_BOOK_6_INDUSTRIAL__PART_5_IMG_2651_output_1945-04-10,Unidentified Target,Lugo,41,201.0
1940-05-22 11:58:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1363_output_1940-05-22,,Avezzano,41,198.0
1944-06-04 18:00:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1654_output_1944-06-04,Unidentified Target,Wissant,122,194.0
1944-05-12 14:12:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1784_output_1944-05-12,,Bohlen,125,193.0
1944-08-08 15:00:00,BOX_3_BOOK_6_INDUSTRIAL__PART_5_IMG_3101_output_1944-08-08,,,57,190.0
1944-08-29 11:17:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1191_output_1944-08-29,Incendiary Bombing Area,Moravska Ostrava,75,188.0
1945-03-08 14:02:00,BOX_2_BOOK_6_INDUSTRIAL__PART_3_IMG_2098_output_1945-03-08,Unidentified Target,Langendreer,50,183.4
1944-06-12 08:35:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1614_output_1944-06-12,UNIDENTIFIED TARGET,ST ANDRE DE L EURE,133,183.0
1944-04-10 10:15:00,BOX_3_BOOK_6_INDUSTRIAL__PART_5_IMG_2632_output_1944-04-10,,Germany,60,180.0
1944-09-11 12:45:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1784_output_1944-09-11,,Bohlen,67,179.0
1945-03-09 09:00:00,BOX_2_BOOK_6_INDUSTRIAL__PART_3_IMG_2098_output_1945-03-09,Unidentified Target,Langendreer,50,175.0
1944-05-09 09:04:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1656_output_1944-05-09,UNIDENTIFIED TARGET,UNKNOWN,98,169.0
1944-06-04 14:59:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1526_output_1944-06-04,Unidentified Target,Le Touquet,58,168.0
1944-06-07 14:09:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1600_output_1944-06-07,Unidentified Target,River Andelle,56,168.0
1945-03-08 14:18:00,BOX_3_BOOK_6_INDUSTRIAL__PART_4_IMG_2483_output_1945-03-08,,Wetzlar,48,168.0
1944-09-12 12:11:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1181_output_1944-09-12,CE FRAGMENTATION BONDO,BRUX,67,164.0
1944-02-20 13:42:00,BOX_2_BOOK_6_INDUSTRIAL__PART_3_IMG_1968_output_1944-02-20,UNIDENTIFIED TARGET,GOTHA,76,163.0
