DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1945-04-13 23:22:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0305_output_1945-04-13,D W Shipbuilding,Kiel,1750,2539.0
1944-11-14 10:55:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0178_output_1944-11-14,SUB PENS,BREST,1400,2068.0
1945-04-09 22:22:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0304_output_1945-04-09,D W Shipbuilding,Kiel,1208,1379.9
1945-03-30 13:50:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0220_output_1945-03-30,,,1156,1233.65
1943-08-01 21:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0177_output_1943-08-01,,BORDEAUX,345,1216.0
1945-04-04 18:31:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0297_output_1945-04-04,,,1093,1057.55
1945-10-07 18:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0267_output_1945-10-07,,,2528,966.9
1945-05-30 08:40:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0267_output_1945-05-30,,,400,900.0
1945-04-03 16:43:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0297_output_1945-04-03,,,633,898.95
1945-10-05 00:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0150_output_1945-10-05,BOAT PENS,BERGEN,130,812.0
1945-03-31 08:40:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0267_output_1945-03-31,,,464,647.0
1945-01-14 13:49:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0226_output_1945-01-14,Haltendorf Steel Works,Brunswick,513,628.75
1941-05-07 00:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0353_output_1941-05-07,ORDNANCE DEPOT,BRUZ,153,559.75
1945-06-30 08:40:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0267_output_1945-06-30,,,825,557.75
1942-03-03 20:35:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0189_output_1942-03-03,Renault Motor Works,Paris,1332,549.55
1944-05-25 15:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0123_output_1944-05-25,FORD AND GENERAL MOTORS,ANTWERP,47,546.0
1943-05-13 01:11:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0131_output_1943-05-13,SKODA A W,PILSEN,864,536.0
1945-01-03 17:18:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0297_output_1945-01-03,,,870,533.8
1941-09-28 00:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0154_output_1941-09-28,SHIPBUILDING APAIR YOS,OSLO,65,509.0
1944-05-10 00:26:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0180_output_1944-05-10,Stamping Foundry Plant,Gennevilliers,120,406.0
1941-10-30 00:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0154_output_1941-10-30,SHIPBUILDING APAIR YOS,OSLO,65,400.0
1943-07-01 15:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0177_output_1943-07-01,,BORDEAUX,105,358.0
1944-05-03 08:35:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0356_output_1944-05-03,TANK. PARTS,MAILLY LE CAME,41,253.5
1945-07-31 08:40:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0267_output_1945-07-31,,,450,249.75
1945-09-07 22:23:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0267_output_1945-09-07,,,400,249.75
1945-03-05 00:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0154_output_1945-03-05,SHIPBUILDING APAIR YOS,OSLO,100,243.0
1945-02-04 00:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0154_output_1945-02-04,SHIPBUILDING APAIR YOS,OSLO,83,235.0
1945-01-12 00:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0150_output_1945-01-12,BOAT PENS,BERGEN,72,222.0
1944-10-15 16:37:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0179_output_1944-10-15,SUB PENS,BREST,49,200.0
