DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,total_area_tons,HIGH EXPLOSIVE BOMBS TONS,he_percentage,INCENDIARY BOMBS TONS,inc_percentage
1944-11-16 15:23:00,BOX_3_BOOK_6_INDUSTRIAL__PART_5_IMG_2882_output_1944-11-16,FRAGMENTATION BONDO,JULICH,2814,2182.56,1912.0,87.60354812697017,270.56,12.396451873029838
1943-02-05 21:37:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1826_output_1943-02-05,,Chemnitz,2726,1879.0,980.0,52.155401809473126,899.0,47.844598190526874
1945-02-13 00:02:00,BOX_2_BOOK_6_INDUSTRIAL__PART_3_IMG_1866_output_1945-02-13,,Dresden,941,1802.73,1497.55,83.07123085542483,305.18,16.928769144575174
1945-02-23 19:52:00,BOX_3_BOOK_6_INDUSTRIAL__PART_4_IMG_2259_output_1945-02-23,CITY AREA,PFORZHEIM,392,1717.0,820.0,47.75771694816541,897.0,52.24228305183459
1944-06-21 10:00:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1745_output_1944-06-21,,Berlin,450,1548.0,1261.0,81.45994832041343,287.0,18.540051679586565
1943-06-22 01:18:00,BOX_3_BOOK_6_INDUSTRIAL__PART_4_IMG_2175_output_1943-06-22,INDUSTRIAL TARGET,MULHEIM,1874,1528.25,650.25,42.548666775723866,878.0,57.451333224276134
1944-08-16 05:30:00,BOX_3_BOOK_6_INDUSTRIAL__PART_4_IMG_2393_output_1944-08-16,,,3428,1492.0,630.0,42.22520107238606,862.0,57.77479892761394
1943-08-17 00:08:00,BOX_3_BOOK_6_INDUSTRIAL__PART_4_IMG_2253_output_1943-08-17,Industrial Targets,Peenemunde,3997,1466.01,958.4499999999999,65.37813521053744,507.56,34.621864789462556
1943-06-24 11:00:00,BOX_3_BOOK_6_INDUSTRIAL__PART_5_IMG_2997_output_1943-06-24,Moreval,WORMS,525,1360.1399999999999,330.0,24.262208302086552,1030.1399999999999,75.73779169791345
1945-02-02 23:24:00,BOX_3_BOOK_6_INDUSTRIAL__PART_4_IMG_2489_output_1945-02-02,,WIESBADEN,26,1342.6,457.6,34.0831223000149,885.0,65.91687769998511
1945-03-13 15:52:00,BOX_3_BOOK_6_INDUSTRIAL__PART_5_IMG_2793_output_1945-03-13,,Barmen,1349,1261.09,976.25,77.41319017675187,284.84,22.586809823248142
1943-05-29 07:47:00,BOX_3_BOOK_6_INDUSTRIAL__PART_5_IMG_2997_output_1943-05-29,Moreval,WORMS,1235,1253.8400000000001,738.0,58.85918458495502,515.84,41.140815415044976
1945-03-27 17:24:00,BOX_3_BOOK_6_INDUSTRIAL__PART_4_IMG_2249_output_1945-03-27,CITY AREA,PADERBORN,811,1235.06,602.0,48.742571211115255,633.06,51.25742878888475
1943-05-24 01:01:00,BOX_3_BOOK_6_INDUSTRIAL__PART_5_IMG_2997_output_1943-05-24,Moreval,WORMS,12,1223.0,562.0,45.95257563368765,661.0,54.04742436631235
1944-01-01 02:55:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1739_output_1944-01-01,,Berlin,178,1155.0,826.0,71.51515151515152,329.0,28.484848484848484
1945-01-06 18:52:00,BOX_2_BOOK_6_INDUSTRIAL__PART_3_IMG_2003_output_1945-01-06,,HANAU CITY AREA,910,1116.0,656.0,58.78136200716846,460.0,41.21863799283154
1943-08-12 00:00:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1387_output_1943-08-12,Industrial Target,Milan,1443,1074.25,739.25,68.8154526413777,335.0,31.184547358622293
1943-08-15 00:00:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1387_output_1943-08-15,Industrial Target,Milan,893,1072.5,753.5,70.25641025641025,319.0,29.743589743589745
1945-03-18 04:24:00,BOX_2_BOOK_6_INDUSTRIAL__PART_3_IMG_2004_output_1945-03-18,GXCTORY,,1160,1061.0,693.0,65.31573986804901,368.0,34.68426013195099
1945-03-07 21:49:00,BOX_2_BOOK_6_INDUSTRIAL__PART_3_IMG_1845_output_1945-03-07,,,464,1049.78,830.0,79.06418487683133,219.78,20.935815123168663
1943-09-15 23:21:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1568_output_1943-09-15,Industrial Target,Montlucon,1053,1036.0,453.0,43.72586872586873,583.0,56.27413127413128
1943-07-13 01:41:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1675_output_1943-07-13,,AACHEN,2044,975.5550000000001,366.375,37.555545304980235,609.1800000000001,62.44445469501976
1943-04-20 00:59:00,BOX_3_BOOK_6_INDUSTRIAL__PART_4_IMG_2393_output_1943-04-20,,,325,935.0,128.0,13.689839572192513,807.0,86.31016042780749
1945-02-14 22:38:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1826_output_1945-02-14,,Chemnitz,3350,919.0,519.0,56.474428726877036,400.0,43.52557127312296
1944-01-05 03:35:00,BOX_3_BOOK_6_INDUSTRIAL__PART_4_IMG_2393_output_1944-01-05,,,1576,903.444,710.0,78.58815820349685,193.444,21.411841796503158
1942-09-16 22:03:00,BOX_2_BOOK_6_INDUSTRIAL__PART_3_IMG_1911_output_1942-09-16,FRAGMENTATION BONDS TOTAL CITY AREA,ESENS,1317,893.8299999999999,213.3,23.863598223375813,680.53,76.1364017766242
1945-02-22 20:27:00,BOX_3_BOOK_6_INDUSTRIAL__PART_4_IMG_2509_output_1945-02-22,,Worms,660,856.2,223.0,26.045316514832983,633.2,73.95468348516701
1943-07-30 00:59:00,BOX_3_BOOK_6_INDUSTRIAL__PART_5_IMG_2940_output_1943-07-30,,,844,851.0,322.0,37.83783783783784,529.0,62.16216216216216
1945-03-22 14:27:00,BOX_2_BOOK_6_INDUSTRIAL__PART_3_IMG_1859_output_1945-03-22,TOWN AREA,DORSTEN,432,844.09,844.0,99.98933762987359,0.09,0.01066237012640832
1945-02-26 19:13:00,BOX_3_BOOK_6_INDUSTRIAL__PART_4_IMG_2369_output_1945-02-26,CITY AREA,SIEGEN,279,837.0,358.0,42.77180406212665,479.0,57.22819593787336
1945-02-01 19:23:00,BOX_2_BOOK_6_INDUSTRIAL__PART_3_IMG_2138_output_1945-02-01,,CILA YBEV AVINS,669,836.16,799.0,95.55587447378493,37.16,4.444125526215078
1943-07-12 00:00:00,BOX_2_BOOK_6_INDUSTRIAL__PART_1_IMG_1419_output_1943-07-12,Town Area,Turin,954,829.47,629.0,75.83155508939443,200.47,24.168444910605565
1943-09-03 23:10:00,BOX_2_BOOK_6_INDUSTRIAL__PART_2_IMG_1737_output_1943-09-03,,Berlin,1534,757.997,677.0,89.31433765568994,80.997,10.685662344310071
