DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,total_area_tons,HIGH EXPLOSIVE BOMBS TONS,he_percentage,INCENDIARY BOMBS TONS,inc_percentage
1944-09-10 10:10:00,BOX_7_BOOK_14_SUPPLY_IMG_7237_output_1944-09-10,ORDINANCE DEPOT,ULM,309,529.2,391.2,73.92290249433105,138.0,26.077097505668934
1945-04-05 11:20:00,BOX_7_BOOK_14_SUPPLY_IMG_7218_output_1945-04-05,ORD DEPOT,INGOLSTADT,144,386.0,301.75,78.17357512953367,84.25,21.826424870466322
1944-09-01 13:01:00,BOX_7_BOOK_14_SUPPLY_IMG_7198_output_1944-09-01,Ord Depot,Bielefeld,143,383.3,291.3,75.997912861988,92.0,24.002087138012
1945-04-06 09:50:00,BOX_7_BOOK_14_SUPPLY_IMG_7210_output_1945-04-06,Ord Depot,Furth,404,378.8,292.0,77.08553326293558,86.8,22.914466737064412
1945-03-04 10:29:00,BOX_7_BOOK_14_SUPPLY_IMG_7237_output_1945-03-04,ORDINANCE DEPOT,ULM,571,354.1,244.85,69.14713357808529,109.25,30.852866421914708
1944-10-02 11:06:00,BOX_7_BOOK_14_SUPPLY_IMG_7220_output_1944-10-02,Bettenhausen,Kassel,106,256.0,176.0,68.75,80.0,31.25
1944-10-06 12:03:00,BOX_7_BOOK_14_SUPPLY_IMG_7216_output_1944-10-06,GLINDE SUP DUMPS,HAMBURG,89,239.5,160.0,66.80584551148226,79.5,33.194154488517746
1944-09-11 12:32:00,BOX_7_BOOK_14_SUPPLY_IMG_7224_output_1944-09-11,Ordnance Depot,Magdeburg,58,230.0,205.0,89.13043478260869,25.0,10.869565217391305
1945-04-05 11:22:00,BOX_7_BOOK_14_SUPPLY_IMG_7213_output_1945-04-05,ORD DEPOT,GRAFENWOHR,108,226.4,161.4,71.28975265017668,65.0,28.71024734982332
1945-04-05 09:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7210_output_1945-04-05,Ord Depot,Furth,118,190.75,141.0,73.91874180865007,49.75,26.08125819134993
1944-09-19 13:58:00,BOX_7_BOOK_14_SUPPLY_IMG_7258_output_1944-09-19,ORDINANCE DEPOT,UNKNOWN,58,167.0,131.0,78.44311377245509,36.0,21.55688622754491
1944-10-26 14:04:00,BOX_7_BOOK_14_SUPPLY_IMG_7198_output_1944-10-26,Ord Depot,Bielefeld,48,140.25,71.0,50.623885918003566,69.25,49.376114081996434
1944-06-18 10:35:00,BOX_7_BOOK_14_SUPPLY_IMG_7202_output_1944-06-18,SUPPLY DUMPS,BREMERHAVEN,69,137.4,91.2,66.37554585152839,46.2,33.624454148471614
1944-10-26 13:58:00,BOX_7_BOOK_14_SUPPLY_IMG_7199_output_1944-10-26,Ord Depot,Bielefeld,47,130.5,65.0,49.808429118773944,65.5,50.191570881226056
1944-10-02 11:40:00,BOX_7_BOOK_14_SUPPLY_IMG_7219_output_1944-10-02,ORDNANCE DEPOT,KASSEL,49,120.5,85.0,70.53941908713693,35.5,29.460580912863072
1944-04-05 11:51:00,BOX_7_BOOK_14_SUPPLY_IMG_7218_output_1944-04-05,ORD DEPOT,INGOLSTADT,45,118.0,84.0,71.1864406779661,34.0,28.8135593220339
1944-08-20 09:30:00,BOX_7_BOOK_14_SUPPLY_IMG_7228_output_1944-08-20,Milbertshoven Ord Depot,Munich,115,109.15,59.25,54.283096655978014,49.9,45.716903344021986
1944-09-12 10:58:00,BOX_7_BOOK_14_SUPPLY_IMG_7225_output_1944-09-12,FRIEDRICHSTADT DEPOT,MAGDEBURG,47,98.3,58.25,59.257375381485254,40.05,40.74262461851475
1945-04-09 12:07:00,BOX_7_BOOK_14_SUPPLY_IMG_7204_output_1945-04-09,ORD DEPOT,BAYREUTH,25,98.0,48.0,48.97959183673469,50.0,51.02040816326531
1944-09-30 13:06:00,BOX_7_BOOK_14_SUPPLY_IMG_7198_output_1944-09-30,Ord Depot,Bielefeld,25,97.0,67.0,69.0721649484536,30.0,30.927835051546392
