DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,total_area_tons,HIGH EXPLOSIVE BOMBS TONS,he_percentage,INCENDIARY BOMBS TONS,inc_percentage
1945-03-18 12:11:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0206_output_1945-03-18,Tegel Tank Horka,Berlin,396,1249.0,872.0,69.81585268214572,377.0,30.184147317854283
1941-07-07 02:16:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0247_output_1941-07-07,Blast Furnaces,Essen,119,1069.0,128.0,11.973807296538821,941.0,88.02619270346118
1944-04-30 00:01:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0184_output_1944-04-30,MOTOR VEHICLE WORKS,LYON,19,986.0,968.0,98.17444219066938,18.0,1.8255578093306288
1944-10-19 12:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0286_output_1944-10-19,HENSCHEL MOTOR WORKS,KASSEI,618,879.75,856.0,97.30036942313157,23.75,2.6996305768684286
1944-10-14 13:55:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0286_output_1944-10-14,HENSCHEL MOTOR WORKS,KASSEI,569,829.75,806.0,97.13769207592648,23.75,2.862307924073516
1944-10-26 14:50:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0272_output_1944-10-26,HANOMAG A G TANK,HANOVER,177,733.85,692.1,94.31082646317367,41.75,5.689173536826327
1945-03-11 13:33:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0219_output_1945-03-11,,,288,695.2,600.2,86.33486766398158,95.0,13.665132336018413
1944-09-10 11:08:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0253_output_1944-09-10,Daimler Benz Motor Works,Gaggenau,266,657.0,375.0,57.077625570776256,282.0,42.922374429223744
1945-03-30 13:28:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0219_output_1945-03-30,,,547,650.4,544.4,83.70233702337023,106.0,16.297662976629766
1944-09-28 12:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0283_output_1944-09-28,Henschel Factory,Kassel,534,639.15,288.15,45.08331377610889,351.0,54.91668622389111
1944-09-27 10:57:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0283_output_1944-09-27,Henschel Factory,Kassel,612,590.0,362.0,61.35593220338983,228.0,38.64406779661017
1944-10-03 11:45:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0253_output_1944-10-03,Daimler Benz Motor Works,Gaggenau,604,574.7,213.7,37.184618061597355,361.0,62.81538193840264
1943-11-16 12:39:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0152_output_1943-11-16,MOLYBDENUN MINE,KNABEN,77,439.92,439.5,99.90452809601746,0.42,0.09547190398254227
1944-10-22 14:44:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0272_output_1944-10-22,HANOMAG A G TANK,HANOVER,192,431.25,240.0,55.65217391304348,191.25,44.34782608695652
