DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1944-06-25 00:45:00,BOX_3_BOOK_8_WEAPON_IMG_3505_output_1944-06-25,No Ball,Oisemont Neuville AB,139,512.0
1944-06-16 16:56:00,BOX_3_BOOK_8_WEAPON_IMG_3555_output_1944-06-16,No Ball,Sautrecourt,30,499.0
1945-12-25 10:00:00,BOX_3_BOOK_8_WEAPON_IMG_3477_output_1945-12-25,ST LO AREA V SITE,HEBECREVON,198,484.0
1944-06-21 06:00:00,BOX_3_BOOK_8_WEAPON_IMG_3521_output_1944-06-21,NO BALL,ST MARTIN L HORTIER,112,442.6
1945-06-19 00:00:00,BOX_3_BOOK_8_WEAPON_IMG_3504_output_1945-06-19,NO BALL,NUNCQ,1,415.0
1944-06-24 00:29:00,BOX_3_BOOK_8_WEAPON_IMG_3505_output_1944-06-24,No Ball,Oisemont Neuville AB,103,405.0
1944-01-14 15:40:00,BOX_3_BOOK_8_WEAPON_IMG_3556_output_1944-01-14,UNKNOWN TOTAL CROSS BOW FRAGMENTATION BONDS,UNKNOWN,167,403.0
1944-06-16 09:30:00,BOX_3_BOOK_8_WEAPON_IMG_3513_output_1944-06-16,UNIDENTIFIED,RENESCURE,106,394.0
1944-06-27 01:25:00,BOX_3_BOOK_8_WEAPON_IMG_3505_output_1944-06-27,No Ball,Oisemont Neuville AB,80,354.0
1943-11-05 13:21:00,BOX_3_BOOK_8_WEAPON_IMG_3492_output_1943-11-05,NO BALL,MARQUISE MIMOYECQUES,204,340.0
1944-01-21 14:58:00,BOX_3_BOOK_8_WEAPON_IMG_3539_output_1944-01-21,V WEAPON SITE,,60,338.0
1944-06-02 12:48:00,BOX_3_BOOK_8_WEAPON_IMG_3437_output_1944-06-02,V WEAPONS,BERCK SUR MER,189,316.0
1944-07-06 08:00:00,BOX_3_BOOK_8_WEAPON_IMG_3433_output_1944-07-06,Les Aire V Weapon Site,Beaument,148,285.0
1944-06-03 14:00:00,BOX_3_BOOK_8_WEAPON_IMG_3437_output_1944-06-03,V WEAPONS,BERCK SUR MER,42,269.0
1944-06-05 09:55:00,BOX_3_BOOK_8_WEAPON_IMG_3549_output_1944-06-05,V Weapon,Lornel,106,268.5
1944-06-02 12:00:00,BOX_3_BOOK_8_WEAPON_IMG_3462_output_1944-06-02,V WEAPONS,EQUIHEN,93,268.0
1944-03-03 14:00:00,BOX_3_BOOK_8_WEAPON_IMG_3437_output_1944-03-03,V WEAPONS,BERCK SUR MER,108,256.25
1944-06-06 09:23:00,BOX_3_BOOK_8_WEAPON_IMG_3479_output_1944-06-06,LES FOSSES,VINCETEE,72,253.0
1944-03-26 15:00:00,BOX_3_BOOK_8_WEAPON_IMG_3506_output_1944-03-26,OURT,PAS DE CALAIS,57,251.0
1944-06-04 15:02:00,BOX_3_BOOK_8_WEAPON_IMG_3514_output_1944-06-04,SANGATTE,,65,250.0
1944-04-20 19:02:00,BOX_3_BOOK_8_WEAPON_IMG_3534_output_1944-04-20,No Ball,Wizernes,90,240.0
1944-06-05 14:30:00,BOX_3_BOOK_8_WEAPON_IMG_3449_output_1944-06-05,V Weapons,Cap Gris Nez,85,212.0
1944-04-02 12:41:00,BOX_3_BOOK_8_WEAPON_IMG_3462_output_1944-04-02,V WEAPONS,EQUIHEN,583,205.0
1944-06-14 13:11:00,BOX_3_BOOK_8_WEAPON_IMG_3434_output_1944-06-14,No Ball,Beauvoir,69,188.0
1944-06-02 12:40:00,BOX_3_BOOK_8_WEAPON_IMG_3524_output_1944-06-02,V WEAPON,STELLA PLAGE,65,188.0
1944-04-20 18:16:00,BOX_3_BOOK_8_WEAPON_IMG_3516_output_1944-04-20,,SOTTEVAST,324,187.0
1944-04-28 18:04:00,BOX_3_BOOK_8_WEAPON_IMG_3492_output_1944-04-28,NO BALL,MARQUISE MIMOYECQUES,70,183.0
1944-06-22 11:44:00,BOX_3_BOOK_8_WEAPON_IMG_3503_output_1944-06-22,NO BALL,NUCOURT,372,177.0
1944-06-15 06:40:00,BOX_3_BOOK_8_WEAPON_IMG_3434_output_1944-06-15,No Ball,Beauvoir,59,176.0
1944-01-14 15:34:00,BOX_3_BOOK_8_WEAPON_IMG_3506_output_1944-01-14,OURT,PAS DE CALAIS,79,174.0
1944-06-06 12:00:00,BOX_3_BOOK_8_WEAPON_IMG_3532_output_1944-06-06,V Weapon,Wimereux,55,168.0
1943-12-20 13:54:00,BOX_3_BOOK_8_WEAPON_IMG_3460_output_1943-12-20,ECLI MEUX,,56,167.0
1944-04-21 18:16:00,BOX_3_BOOK_8_WEAPON_IMG_3516_output_1944-04-21,,SOTTEVAST,162,164.0
1942-04-29 00:00:00,BOX_3_BOOK_8_WEAPON_IMG_3490_output_1942-04-29,NO BALL,LOTTINGHEM,152,163.0
1943-03-26 18:05:00,BOX_3_BOOK_8_WEAPON_IMG_3534_output_1943-03-26,No Ball,Wizernes,61,157.0
1943-12-24 13:53:00,BOX_3_BOOK_8_WEAPON_IMG_3448_output_1943-12-24,NO BALL,CAMPAGNE LES HESDIN,66,150.0
