DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,total_area_tons,HIGH EXPLOSIVE BOMBS TONS,he_percentage,INCENDIARY BOMBS TONS,inc_percentage
1944-10-19 13:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0313_output_1944-10-19,Tractors Work,Mannheim,465,1360.8,821.5,60.368900646678426,539.3,39.631099353321574
1945-03-28 10:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0203_output_1945-03-28,Spandau Armament Plant,Berlin,308,949.5,586.5,61.7693522906793,363.0,38.2306477093207
1945-03-17 13:50:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0275_output_1945-03-17,TANK PLANT,HANOVER,483,928.1,872.6,94.0200409438638,55.5,5.979959056136193
1944-12-15 12:18:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0281_output_1944-12-15,HENSHFI AFY,KASSEL,230,703.75,605.0,85.96802841918296,98.75,14.031971580817052
1945-05-25 10:45:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0132_output_1945-05-25,SKODA A W,PILSEN,1278,530.75,359.75,67.7814413565709,171.0,32.218558643429105
1944-10-23 13:50:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0131_output_1944-10-23,SKODA A W,PILSEN,64,499.5,0.0,0.0,499.5,100.0
1944-05-11 12:15:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0228_output_1944-05-11,WANDERWERKE,CHEMNITZ,181,467.75,287.75,61.51790486370925,180.0,38.48209513629076
1944-10-28 12:01:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0281_output_1944-10-28,HENSHFI AFY,KASSEL,178,399.25,279.25,69.94364433312461,120.0,30.05635566687539
1942-04-11 13:46:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0325_output_1942-04-11,DEPOT ORD,REGENSBURG,202,377.3,315.3,83.56745295520805,62.0,16.432547044791942
1944-06-21 13:35:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0249_output_1944-06-21,AUTO WORKS,FALLERSLEBEN,50,306.0,223.0,72.87581699346404,83.0,27.124183006535947
1944-08-24 14:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0342_output_1944-08-24,ARMAMENT WORKS,WEIMAR,131,296.98,248.2,83.57465149168293,48.78,16.425348508317057
1941-07-11 10:10:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0147_output_1941-07-11,,Budapest,53,273.75,0.0,0.0,273.75,100.0
1944-09-22 13:53:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0285_output_1944-09-22,HENSCHEL MOTOR WORKS,KASSEI,134,270.53999999999996,134.54,49.73016929104754,136.0,50.26983070895247
1945-07-31 10:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0147_output_1945-07-31,,Budapest,732,270.0,220.0,81.48148148148148,50.0,18.51851851851852
1945-04-25 11:04:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0132_output_1945-04-25,SKODA A W,PILSEN,74,267.25,215.25,80.54256314312441,52.0,19.457436856875585
1941-07-10 09:45:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0147_output_1941-07-10,,Budapest,50,260.0,194.0,74.61538461538461,66.0,25.384615384615383
1945-03-30 15:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0345_output_1945-03-30,,,117,241.3,241.0,99.87567343555739,0.3,0.12432656444260257
1945-03-08 10:36:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0310_output_1945-03-08,KRUPP TANK,MAGDEBURG,101,241.15,239.75,99.41944847605225,1.4,0.5805515239477502
1945-01-03 10:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0223_output_1945-01-03,Tank Plant,Brunswick,300,221.5,105.0,47.40406320541761,116.5,52.595936794582386
1945-03-05 13:40:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0345_output_1945-03-05,,,94,218.95,218.0,99.56611098424298,0.95,0.43388901575702216
1943-01-03 11:31:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0300_output_1943-01-03,KIEL SHIPYARDS,KIEL,26,218.88,0.0,0.0,218.88,100.0
1943-03-14 14:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0376_output_1943-03-14,AFV PLANT,HANOVER,147,218.0,166.0,76.14678899082568,52.0,23.853211009174313
1944-02-09 12:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0212_output_1944-02-09,ARHAHENT WORKS,BRANDENBURG,140,212.5,93.5,44.0,119.0,56.00000000000001
1943-10-22 12:41:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0131_output_1943-10-22,SKODA A W,PILSEN,40,210.0,178.0,84.76190476190476,32.0,15.238095238095239
1943-01-01 13:12:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0300_output_1943-01-01,KIEL SHIPYARDS,KIEL,63,207.048,95.0,45.88308025192226,112.048,54.11691974807774
1944-10-09 13:50:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0131_output_1944-10-09,SKODA A W,PILSEN,173,202.985,188.0,92.61768110944158,14.985,7.382318890558414
1944-05-13 16:20:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0332_output_1944-05-13,SUB PENS,STETTIN,106,199.0,171.0,85.92964824120602,28.0,14.07035175879397
1943-05-19 13:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0300_output_1943-05-19,KIEL SHIPYARDS,KIEL,69,198.376,104.0,52.425696656853646,94.376,47.574303343146354
1945-05-01 06:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0379_output_1945-05-01,VOMAG Plant,Plauen,66,186.0,144.0,77.41935483870968,42.0,22.58064516129032
1943-05-14 11:50:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0293_output_1943-05-14,LD,,219,177.65,164.0,92.31635237827189,13.65,7.683647621728117
1944-04-06 11:55:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0148_output_1944-04-06,CAR AND MACHINE WORKS,GYOR,64,175.0,102.0,58.285714285714285,73.0,41.714285714285715
1944-10-15 12:12:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0281_output_1944-10-15,HENSHFI AFY,KASSEL,150,162.7,95.7,58.81991395205901,67.0,41.180086047941
1945-01-01 13:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0225_output_1945-01-01,L MI AG PLANT,BRUNSWICK,40,161.0,151.0,93.7888198757764,10.0,6.211180124223603
1945-01-05 12:12:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0225_output_1945-01-05,L MI AG PLANT,BRUNSWICK,58,161.0,151.0,93.7888198757764,10.0,6.211180124223603
1944-06-20 09:06:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0249_output_1944-06-20,AUTO WORKS,FALLERSLEBEN,167,156.0,73.0,46.794871794871796,83.0,53.205128205128204
1943-10-03 13:14:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0264_output_1943-10-03,U Boat Yard,Finkenwarder,243,155.0,128.0,82.58064516129032,27.0,17.419354838709676
1944-09-01 09:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0334_output_1944-09-01,MAGIRUS ULH WORKS,ULH,97,152.96,88.2,57.66213389121339,64.76,42.337866108786606
1945-03-29 14:13:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0324_output_1945-03-29,PLANT TANK,PLAUEN,10,146.5,32.5,22.18430034129693,114.0,77.81569965870307
1944-09-19 06:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0322_output_1944-09-19,KLOCKNER WERKE A,OSNABRUCK,60,140.62,136.0,96.71454985066136,4.62,3.285450149338643
1945-07-30 09:52:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0147_output_1945-07-30,,Budapest,35,139.0,84.0,60.431654676258994,55.0,39.568345323741006
1944-10-07 12:24:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0281_output_1944-10-07,HENSHFI AFY,KASSEL,230,135.872,75.5,55.567004239284024,60.372,44.43299576071597
1945-01-25 12:15:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0202_output_1945-01-25,STERURG TANK FACTORY,ASCHAFFENBURG,10,133.0,33.0,24.81203007518797,100.0,75.18796992481202
1945-01-24 12:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0202_output_1945-01-24,STERURG TANK FACTORY,ASCHAFFENBURG,67,132.5,32.5,24.528301886792452,100.0,75.47169811320755
1945-01-02 14:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0309_output_1945-01-02,Works Buckau Tank,Magdeburg,12,129.25,129.0,99.80657640232108,0.25,0.19342359767891684
1944-02-15 11:09:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0346_output_1944-02-15,Shipyards,Wilhelmshaven,58,128.95,63.0,48.856145792943,65.95,51.143854207057004
1945-03-06 10:42:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0310_output_1945-03-06,KRUPP TANK,MAGDEBURG,51,128.05,128.0,99.9609527528309,0.05,0.03904724716907458
1944-03-17 11:16:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0346_output_1944-03-17,Shipyards,Wilhelmshaven,63,126.95,77.0,60.65380070894053,49.95,39.34619929105948
1945-10-05 12:13:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0312_output_1945-10-05,LANZ AF,Mannheim,50,126.0,48.0,38.095238095238095,78.0,61.904761904761905
1943-05-13 12:02:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0293_output_1943-05-13,LD,,140,124.5,114.0,91.56626506024097,10.5,8.433734939759036
1943-10-08 15:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0338_output_1943-10-08,SUB YARDS,VEGESACK,27,115.7,72.0,62.22990492653414,43.7,37.77009507346586
1945-03-23 14:11:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0324_output_1945-03-23,PLANT TANK,PLAUEN,106,114.0,0.0,0.0,114.0,100.0
1945-03-04 10:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0335_output_1945-03-04,DEUTZ AFVMT WORKS,ULM,12,113.72800000000001,110.2,96.89786156443444,3.528,3.1021384355655597
